Unnamed: 0,Character,Dialogue,EpisodeNo,SEID,Season
51435,KRAMER,Well that's remembers it.,13,S09E13,9
51436,JERRY,"Well, got talk this.",13,S09E13,9
51437,KRAMER,thought said stinks,13,S09E13,9
51438,JERRY,stink quit. want me. traditional route; years rejections failures till spit bottom porn industry.,13,S09E13,9
51439,JERRY,Yeah...,13,S09E13,9
51440,GEORGE,Hey! George Janet.,13,S09E13,9
51441,KRAMER,Aahh...Who's Janet?,13,S09E13,9
51442,JERRY,"George's girlfriend, Elaine thinks looks like think would say,kookie talk.",13,S09E13,9
51443,KRAMER,know woman always thought looked like; Leena Horne.,13,S09E13,9
51445,KRAMER,must....look exactly like Jerry. see this; like twins .. WOoooohhhhh!!! eerie.,13,S09E13,9
51446,GEORGE,"Kramer, talking about...Janet look anything like Jerry",13,S09E13,9
51448,GEORGE,"No..hummm, know look like.",13,S09E13,9
51449,KRAMER,C'mon George relax . look alike mean secretly love Jerry.,13,S09E13,9
51450,GEORGE,(nervous) right we're going bye bye.,13,S09E13,9
51452,GEORGE,"Well,,, getting dark.",13,S09E13,9
51453,KRAMER,"yeah, nice girl, kinda quiet though.",13,S09E13,9
51454,JERRY,doing? tell woman looks like man George want hear girlfriend looks like frankly neither,13,S09E13,9
51455,KRAMER,"Well ""broached subject""",13,S09E13,9
51456,JERRY,"broach, keep mouth shut.",13,S09E13,9
51457,KRAMER,Well sounds like someone's bad day.,13,S09E13,9
51458,JERRY,Yeah! you.,13,S09E13,9
51459,KRAMER,"Well, think one us leave.",13,S09E13,9
51460,JERRY,"Sally, can't quit business. me.",13,S09E13,9
51462,JERRY,"can't give up. think people tell stink? I'm stage that's hear; stink, suck. like magic.",13,S09E13,9
51464,JERRY,"course, stink, stink. show bizz. everybody stinks..",13,S09E13,9
51466,JERRY,"right, think we've covered act. get stink everybody else.",13,S09E13,9
51468,JERRY,NOW!!!!.... (she leaves hurry),13,S09E13,9
51469,ELAINE,"Well I've asked every one work nobody gets cartoon. mean understand one explain it, I'm gonna get bottom this.",13,S09E13,9
51470,JERRY,Oh! think we're bottom.,13,S09E13,9
51471,ELAINE,"(to George came in) Hey! George, Janet looks nice quite handsome woman.",13,S09E13,9
51472,GEORGE,mean?,13,S09E13,9
51473,JERRY,Yeah. mean?,13,S09E13,9
51474,GEORGE,(to Jerry) mean that?,13,S09E13,9
51475,ELAINE,Enjoy. (she leaves),13,S09E13,9
51476,JERRY,Elaine huh?.. completely..,13,S09E13,9
51477,GEORGE,Oh! know....'Cos think Janet?..,13,S09E13,9
51478,JERRY,No....,13,S09E13,9
51479,GEORGE,would I...,13,S09E13,9
51480,JERRY,ludicrous..,13,S09E13,9
51481,GEORGE,Yes.,13,S09E13,9
51482,JERRY,either one us..,13,S09E13,9
51483,GEORGE,No...,13,S09E13,9
51484,JERRY,So...,13,S09E13,9
51485,GEORGE,Exactly.,13,S09E13,9
51486,JERRY,I'm gay.,13,S09E13,9
51487,GEORGE,...neither I.,13,S09E13,9
51489,GEORGE,"Where's crazy man, Come up.",13,S09E13,9
51490,JERRY,Come here.,13,S09E13,9
51491,GEORGE,Haaaaaa!!!,13,S09E13,9
51492,JERRY,"What's happening? What, doing, come talk us.",13,S09E13,9
51493,KRAMER,I've made important life decision.,13,S09E13,9
51494,JERRY,Lets talk that.,13,S09E13,9
51495,GEORGE,leave (George slams door),13,S09E13,9
51496,KRAMER,Aw right. know I've shooting mouth lately; First girl whose life destroyed and.. emm...about George dating lady Jerry,13,S09E13,9
51497,GEORGE,What's decision?,13,S09E13,9
51498,KRAMER,know want keep big mouth shut that's exactly I'm going do. I'm never gonna talk again.,13,S09E13,9
51499,JERRY,Yeah right.,13,S09E13,9
51500,KRAMER,"need talk for.. ha!, blab neighbors George new fem-Jerry friend tell everybody coffee shop ho George mixed perverse sexual amalgam girl best friend. See now, I've done that.....Now time silence.",13,S09E13,9
51501,GEORGE,Silence YES!!,13,S09E13,9
51502,JERRY,Kramer never gonna able completely stop talking.,13,S09E13,9
51503,KRAMER,"Jerry, ninety four percent communications non-verbal. watch.",13,S09E13,9
51504,JERRY,Well mean?,13,S09E13,9
51505,KRAMER,Well Frank Estelle's reaction hearing George's man love towards she-Jerry.,13,S09E13,9
51506,GEORGE,"(frantic now) SHUT UP,SHUT UP, SHUT UP,...(then leaves)",13,S09E13,9
51507,KRAMER,That's idea.,13,S09E13,9
51508,JERRY,Kramer there's way stick this.,13,S09E13,9
51509,KRAMER,(makes zipper gesture mouth) ..Weeeeeepp!!,13,S09E13,9
51510,JERRY,Oh! startin' now?,13,S09E13,9
51511,KRAMER,that's right......Aye oooh!! ...Right now.,13,S09E13,9
51512,KRAMER,Ouch!!..........Now!!,13,S09E13,9
51514,ELAINE,"Well we're hoping perhaps catalog little funnier,people quick return clothes ha ha....For example.. I..I really do....Well love one",13,S09E13,9
51516,ELAINE,"Ahan, Ahan....yeah...Euh but, the, animals enjoy reading email?",13,S09E13,9
51518,ELAINE,Well dissect tell me. suppose funny?,13,S09E13,9
51520,ELAINE,"But, comment. (she slides magazine back him)",13,S09E13,9
51522,ELAINE,isn't.,13,S09E13,9
51524,ELAINE,"don,t think so.",13,S09E13,9
51526,ELAINE,That's word.....You idea means you?,13,S09E13,9
51528,ELAINE,print it.,13,S09E13,9
51530,ELAINE,"(gets up) know what? people ashamed yourself, know ya doodle couple bears cocktail party talking stock market. think comedy.",13,S09E13,9
51532,ELAINE,Oh! really (laughs) well know..... others,13,S09E13,9
51533,JERRY,"Sally, can't believe already One-woman show?",13,S09E13,9
51535,JERRY,Ah! are.(Kramer motions silence),13,S09E13,9
51536,JERRY,"Aw.. right, code silence.. how's going?....Ha!!...",13,S09E13,9
51538,JERRY,(to Kramer) Oh! Shut up!!!,13,S09E13,9
51539,ELAINE,full hour devil .I got go see thing.,13,S09E13,9
51540,JERRY,"Good luck, sold next three weeks.",13,S09E13,9
51541,ELAINE,Well bet get mention I'm ...The New Yorker.,13,S09E13,9
51542,JERRY,New Yorker?,13,S09E13,9
51543,ELAINE,"Yes, New Yorker, I've met cartoon editor got admit cartoon ...MADE SENSE....",13,S09E13,9
51544,JERRY,"Wow! Good work, Nancy Drew",13,S09E13,9
51545,ELAINE,ended going lunch great gossip James Thurber.,13,S09E13,9
51546,JERRY,Nodding off...,13,S09E13,9
51547,ELAINE,....And said could submit cartoons.,13,S09E13,9
51548,JERRY,Wow! that's incredible......But draw.,13,S09E13,9
51549,ELAINE,to.,13,S09E13,9
51550,JERRY,"What, sad little horsies, house little curl smoke, sunflower smiley face. transparent cube... (as leaves)",13,S09E13,9
51551,ELAINE,better drawings naked Lois Lane.,13,S09E13,9
51552,JERRY,see that? private!!!,13,S09E13,9
51554,JERRY,"No,no tought show terrific. wondering keep saying Jerry Seinfeld devil.",13,S09E13,9
51556,JERRY,know thought maybe could mention apologized encouraged stick it.,13,S09E13,9
51558,JERRY,got little shmootz (picks something sweater),13,S09E13,9
51559,NEWMAN,"Excuse Miss Weaver, OH! god you! I.. I've seen show six times..",13,S09E13,9
51560,JERRY,surprise.,13,S09E13,9
51561,NEWMAN,"Aahh! great,It's great, great see show that's (looks Jerry) something.",13,S09E13,9
51563,GEORGE,"(we hear think) friends idiots, look like Jerry. look like anybody. look like Jerry,what mean?. could everything Jerry woman could also sex her....And somehow would exactly always wanted.....She even look like Jerry..",13,S09E13,9
51565,GEORGE,know....,13,S09E13,9
51568,JERRY,really shmootz try grab,13,S09E13,9
51570,JERRY,Get House!!.,13,S09E13,9
51571,ELAINE,"Well boys, it. stay night finally came great New Yorker cartoon.",13,S09E13,9
51572,JERRY,I'd stayed night I'd fixed little I'd go out.,13,S09E13,9
51573,ELAINE,point.,13,S09E13,9
51574,JERRY,"mouthwash, hat, something.",13,S09E13,9
51575,ELAINE,read it!,13,S09E13,9
51576,JERRY,(glances it) Pretty good.,13,S09E13,9
51577,ELAINE,Pretty good? Well uh! gem . Kramer look it....(Kramer stays silent).....What? funny.,13,S09E13,9
51578,JERRY,pig complain department.,13,S09E13,9
51579,ELAINE,"he's saying "" wish taller"" ha ha. See? that's complaint.",13,S09E13,9
51580,JERRY,get it.,13,S09E13,9
51581,ELAINE,you!!!.. that's normal complaint.,13,S09E13,9
51582,JERRY,"'bout something like "" can't find receipt place's stye.",13,S09E13,9
51583,ELAINE,Everything .. jokey.,13,S09E13,9
51584,JERRY,I'm comedian.,13,S09E13,9
51585,ELAINE,"wish taller, that's, that's, that's nice. that's real.",13,S09E13,9
51586,JERRY,Well got complaint. cartoon stinks.,13,S09E13,9
51587,ELAINE,"I'll tell think stinks, New Yorker. that's right. They're publishing next issue. Oh! know ran Newman hall said tried grope Sally Weaver.",13,S09E13,9
51588,JERRY,oh! that's I'm gonna put end this.,13,S09E13,9
51589,ELAINE,"pig says ""my wife slut.""",13,S09E13,9
51590,JERRY,"that's complaint. ...Hello Sally, yeah Jerry,I wanted leave message caught little piece TV and..",13,S09E13,9
51591,JERRY,....I'm getting little tired hearing horrible would appreciate would leave act together.,13,S09E13,9
51592,JERRY,"(from back club, leaving) That's I'm calling big guns.",13,S09E13,9
51594,JERRY,could say TV?.. get cable special . 've never gotten cable special.....well that's I'm giving material. incommunicado. (to silent Kramer couch beside him) ...Exactly.,13,S09E13,9
51595,ELAINE,"Check out, new issue New Yorker...huh!...Funny it? (Dugan shrugs) Look it, pig wants taller what's guy gonna say?.. he...Nothin'..he he.",13,S09E13,9
51597,ELAINE,fix lunch sir?,13,S09E13,9
51599,ELAINE,(to Dugan ) see? see? Smart people think funny want know why? 'Cause wrote it.,13,S09E13,9
51602,ELAINE,Oh! tell sir?,13,S09E13,9
51604,ELAINE,Ziggy?,13,S09E13,9
51606,GEORGE,"know, know what's great relationship?...It's looks.",13,S09E13,9
51608,GEORGE,"No, Can't be...For instance remember first met, great conversation.",13,S09E13,9
51610,GEORGE,....But really talked we?,13,S09E13,9
51612,GEORGE,Na....no ... relationship he..he..has got something fast I'm serious weird trouble....hum else happened?,13,S09E13,9
51614,GEORGE,Aw right YES! GUM! Good enough I'll take it.,13,S09E13,9
51616,GEORGE,too. see that's we're . remind anyone love gum.,13,S09E13,9
51618,GEORGE,I'm losin',13,S09E13,9
51620,KRAMER,"(loudly) gotta shut up!.....(Sally speechless)...I'm sorry, I..I spoken days.",13,S09E13,9
51623,GEORGE,"OK Look, gum cutting me. need something else...anything..please.",13,S09E13,9
51625,GEORGE,hair?,13,S09E13,9
51627,GEORGE,George big trouble....,13,S09E13,9
51628,JERRY,ripped Ziggy?,13,S09E13,9
51629,ELAINE,"must've seeped subconscious, Puddy Ziggy bed sheets....D'you read comics today?",13,S09E13,9
51630,JERRY,"see Ziggy's back complaint department.. ""The New Yorker stealing ideas."" ha ha ha See that's funny.....'cause real.",13,S09E13,9
51631,ELAINE,Hey look ;Sally's cable show's (Kramer turns around leave),13,S09E13,9
51632,JERRY,"Hey! Kramer come in. got watch this, got nothing.",13,S09E13,9
51634,JERRY,That's right sister. give up?,13,S09E13,9
51635,ELAINE,yelling TV?,13,S09E13,9
51637,JERRY,"Elaine, talking her?",13,S09E13,9
51638,ELAINE,Hey! I'm fan..ha ha...,13,S09E13,9
51640,JERRY,(to Kramer) thought stopped talking??,13,S09E13,9
51641,KRAMER,...All right ..Starting now......,13,S09E13,9
51642,JERRY,broke cut hair! short?,13,S09E13,9
51643,GEORGE,like (looking Jerry),13,S09E13,9
51644,JERRY,mean like.. (points hair),13,S09E13,9
51645,GEORGE,..That.,13,S09E13,9
51646,JERRY,she..,13,S09E13,9
51647,GEORGE,Yes..,13,S09E13,9
51648,JERRY,don't...,13,S09E13,9
51649,GEORGE,Nooo...,13,S09E13,9
51650,JERRY,So...,13,S09E13,9
51651,GEORGE,Exactly..,13,S09E13,9
51652,JERRY,Hmmmm...,13,S09E13,9
51653,GEORGE,We...must never ever speak again..,13,S09E13,9
51654,JERRY,"No, no......(long pause . stare walls) Hey uh.. want see movie?",13,S09E13,9
51655,GEORGE,Actually think I'm gonna take days (starts leave),13,S09E13,9
51656,JERRY,think that's best.,13,S09E13,9
51657,GEORGE,"(clears throat) Maura, I, uh- want know... I-I've given lot thought. I'm sorry, but... we, uh, break up.",14,S09E14,9
51659,GEORGE,(double takes) What's that?,14,S09E14,9
51661,GEORGE,(puzzled) W-we're not?,14,S09E14,9
51663,GEORGE,right (he smiles weakly Maura),14,S09E14,9
51664,JERRY,said no?,14,S09E14,9
51665,GEORGE,said no.,14,S09E14,9
51666,JERRY,do?,14,S09E14,9
51667,GEORGE,could do?! fooled around went movie!,14,S09E14,9
51668,JERRY,"George, parties consent break-up. like launching missiles submarine turn keys. Obviously, make convincing case. Let hear arguments.",14,S09E14,9
51669,GEORGE,"Well, really like her.",14,S09E14,9
51670,JERRY,That's good.,14,S09E14,9
51671,GEORGE,find attractive.,14,S09E14,9
51672,JERRY,Solid.,14,S09E14,9
51673,GEORGE,I'd like sleep LOT women.,14,S09E14,9
51674,JERRY,Always popular.,14,S09E14,9
51675,GEORGE,"Sometimes restaurants talks food 'Ooh, Mr. Mashed Potatoes, sooo goood.'",14,S09E14,9
51676,JERRY,airtight case!,14,S09E14,9
51677,GEORGE,bed--,14,S09E14,9
51678,JERRY,I'm afraid we're time.,14,S09E14,9
51679,JERRY,Hey.,14,S09E14,9
51680,GEORGE,What?,14,S09E14,9
51681,JERRY,"Check out. Jerry Lewis' old cufflinks actually wore movie ""Cinderfella"". got 'em auction.",14,S09E14,9
51682,GEORGE,got cufflinks could've loaned you.,14,S09E14,9
51683,JERRY,"No, Jerry Lewis gonna Friar's Club roast I'm goin' next week. strike conversation him.",14,S09E14,9
51684,GEORGE,already in. first name!... (no reaction) 'Jerry'!,14,S09E14,9
51685,JERRY,"Oh, intrigue him.",14,S09E14,9
51686,GEORGE,"Well, worked met George Peppard last week.",14,S09E14,9
51687,JERRY,George Peppard dead years.,14,S09E14,9
51688,GEORGE,"Well, whoever was, knew lot A-Team!",14,S09E14,9
51690,ELAINE,"Right, right. mean, getting chair, I'd go something... hot spicy, know... Thai, maybe Mexican. Lethal injection, feels like pasta... know, painless, want anything heavy...",14,S09E14,9
51692,ELAINE,"Oh, sure! give number?",14,S09E14,9
51694,ELAINE,Oh. OK. Maybe could grab lunch sometime. D-do work around or-?,14,S09E14,9
51696,ELAINE,"So, anything tell yourself?",14,S09E14,9
51698,ELAINE,(flattered) Oh (laughs) do! (laughs more),14,S09E14,9
51699,JERRY,Puddy?,14,S09E14,9
51700,ELAINE,"talked in, like, three weeks... THINK might over...",14,S09E14,9
51701,JERRY,"(unimpressed) So, what's guy about?",14,S09E14,9
51702,ELAINE,"know. tell phone number, worked... I'll bet he's relationship.",14,S09E14,9
51703,JERRY,"he's crime fighter safeguarding secret identity! Elaine, could dating Green Lantern!",14,S09E14,9
51704,ELAINE,one he?,14,S09E14,9
51705,JERRY,"Green suit, power ring.",14,S09E14,9
51706,ELAINE,care jewellery men (wags finger disapprovingly),14,S09E14,9
51707,KRAMER,Hey. happened again. (puts box counter) Another robbery building.,14,S09E14,9
51708,JERRY,bought cooler?,14,S09E14,9
51709,KRAMER,"No, strongbox protect irreplaceables.",14,S09E14,9
51710,ELAINE,And... would be?,14,S09E14,9
51711,KRAMER,"taxidermy that's family generations, Tony, my... military discharge.",14,S09E14,9
51712,JERRY,(doubtful) Army?,14,S09E14,9
51713,KRAMER,"Y- B-briefly. Now, gotta find good place hide key. somebody finds this, hold key possessions. (makes clicking sound)",14,S09E14,9
51714,ELAINE,Literally.,14,S09E14,9
51715,KRAMER,"(offended) 'Literally'? What's supposed mean? (then Jerry, Elaine answer) mind hide somewhere?",14,S09E14,9
51716,JERRY,"No, go ahead.",14,S09E14,9
51717,KRAMER,"(stuttering gibberish, gestures leave) little... privacy, uh?",14,S09E14,9
51718,JERRY,"Oh, come on!",14,S09E14,9
51719,ELAINE,Oh!,14,S09E14,9
51720,KRAMER,"Come on, Jerry, security issue! (Elaine laughs) Boy, last DAY Army.",14,S09E14,9
51721,JERRY,(walking towards door Elaine) long last? (opens door),14,S09E14,9
51722,KRAMER,"Well, that's classified.",14,S09E14,9
51723,ELAINE,"Hey, he's married?",14,S09E14,9
51724,JERRY,Kramer?!,14,S09E14,9
51725,ELAINE,"No, Green Lantern.",14,S09E14,9
51726,KRAMER,(from inside) OK!,14,S09E14,9
51727,JERRY,"So, would date married guy? That's hacky.",14,S09E14,9
51728,ELAINE,"Well, know. may never marry. might closest get.",14,S09E14,9
51729,KRAMER,(bangs arm couch frustration) peeked!,14,S09E14,9
51730,JERRY,hiding place?! (Elaine laughs),14,S09E14,9
51731,KRAMER,spoon!,14,S09E14,9
51732,GEORGE,"so, reasons, officially broken up. (shuts book reaches door) Thank you, (opens door) good night.",14,S09E14,9
51734,GEORGE,(gestures towards book) proved it!,14,S09E14,9
51736,GEORGE,"Well, then, gonna ask turn key.",14,S09E14,9
51738,GEORGE,"(shouting) Turn key, Maura. Turn key!",14,S09E14,9
51739,ELAINE,"So, guy like involved?",14,S09E14,9
51741,ELAINE,"(in mind) That's true, maybe he's married.",14,S09E14,9
51742,ELAINE,"Oh, sweet.",14,S09E14,9
51743,ELAINE,"(in mind, cynical) long hold this?",14,S09E14,9
51745,ELAINE,it?,14,S09E14,9
51747,ELAINE,"(in mind) Married. That's it, I'm chucking flower. (she does)",14,S09E14,9
51748,ELAINE,(shouting up) Jerry! Jerry!,14,S09E14,9
51749,JERRY,"Elaine, doin' there?",14,S09E14,9
51750,ELAINE,hear buzzing?,14,S09E14,9
51751,JERRY,"Oh, guess broken!",14,S09E14,9
51752,ELAINE,Throw key.,14,S09E14,9
51753,JERRY,liable bounce go sewer.,14,S09E14,9
51754,ELAINE,I'll catch it!,14,S09E14,9
51755,JERRY,chicken last second.,14,S09E14,9
51756,ELAINE,"...Yeah, right. Well, least keep company somebody comes out?",14,S09E14,9
51757,JERRY,"(annoyed) right. (after pause) Hey, know what's weird?",14,S09E14,9
51758,ELAINE,Huh?,14,S09E14,9
51759,JERRY,used able huge meal go right sleep. can't anymore.,14,S09E14,9
51760,ELAINE,"Nodding off!... Well, right. He's adulterer. he's cheating wife me!",14,S09E14,9
51761,JERRY,right.,14,S09E14,9
51762,JERRY,Here! I'm gonna try fix buzzer.,14,S09E14,9
51763,ELAINE,(from street) went sewer! (Jerry reacts),14,S09E14,9
51764,JERRY,Hey...,14,S09E14,9
51765,KRAMER,(re buzzer box) doin'?,14,S09E14,9
51766,JERRY,(waving key) jammed key here? shorted intercom!,14,S09E14,9
51767,KRAMER,"(grabbing key) go lookin' it, you? See, hate little secret. Anything -- oooh, oooh! -- gotta know it. OBSESSED me.",14,S09E14,9
51768,JERRY,I'm gonna go let Elaine in. (Kramer reaches stop leaving),14,S09E14,9
51769,KRAMER,"Oo, y- her? (Jerry ignores exits)",14,S09E14,9
51770,JERRY,"(in hallway, hearing door lock behind him, turns back) Kramer!",14,S09E14,9
51771,KRAMER,(from inside) Security issue!,14,S09E14,9
51772,JERRY,"Oh, hey. got in.",14,S09E14,9
51773,ELAINE,"Yeah, flirted menu guy. Here. (hands large stack papers)",14,S09E14,9
51774,JERRY,"(taking menus) Oh, thanks.",14,S09E14,9
51775,KRAMER,(clattering inside) me!,14,S09E14,9
51776,JERRY,"So, he's definitely married, huh?",14,S09E14,9
51777,ELAINE,Uh...,14,S09E14,9
51778,JERRY,"Boy, would love told off.",14,S09E14,9
51779,JERRY,"Oh, come on!",14,S09E14,9
51780,ELAINE,"Well, could superhero! seen run.",14,S09E14,9
51781,KRAMER,(from inside Jerry's apartment) OK! (door opens),14,S09E14,9
51782,KRAMER,"right, Jerry. Let's see get head Easter egg hunt childish amusement. (shuts door)",14,S09E14,9
51783,GEORGE,(from street Jerry's window) Jerry!,14,S09E14,9
51784,JERRY,"(out window) George, buzzer's broken! I'll come down!",14,S09E14,9
51785,JERRY,"(putting coat go downstairs, finds key coat pocket) believe belongs you.",14,S09E14,9
51786,KRAMER,Heyyyy! (bangs table frustration grabs key),14,S09E14,9
51787,JERRY,(opens door George) get that?,14,S09E14,9
51788,GEORGE,(puzzled) bought it. (enters lobby),14,S09E14,9
51790,JERRY,(barring way) I'm sorry. I-I know you.,14,S09E14,9
51792,JERRY,There's robberies building. I-I can't let in.,14,S09E14,9
51794,GEORGE,Sounds like scam. (takes bite granola bar),14,S09E14,9
51795,JERRY,(shakes head) I'm sorry. (closing door Phil. Jerry smiles shrugs apologetically Phil stares glass),14,S09E14,9
51796,GEORGE,"So, broke Maura. done. I'm out.",14,S09E14,9
51797,JERRY,"Great, lonely miserable again. (presses button call elevator)",14,S09E14,9
51798,GEORGE,Feels right. (cheerfully takes another bite),14,S09E14,9
51799,JERRY,"guy still there? (They side-on Phil background, still pressed glass, aghast)",14,S09E14,9
51800,GEORGE,(looking door) He's starin' us.,14,S09E14,9
51801,JERRY,look him. (Phil starts knock door),14,S09E14,9
51802,JERRY,hear that. (They enter elevator),14,S09E14,9
51803,GEORGE,Want bite?,14,S09E14,9
51804,JERRY,"Nooo, don't. (the elevator doors shut)",14,S09E14,9
51805,GEORGE,"(in mind) think ginger ale coffee shop Coke Sprite mixed together. prove it? Ah! Can't, dammit. (knock door. George goes open it)",14,S09E14,9
51807,GEORGE,"(still door) What? M-Maura, doin' here? ended relationship... twice!",14,S09E14,9
51809,GEORGE,always seem like I'm one working break-up?,14,S09E14,9
51811,GEORGE,(pauses consider gives in) right. (starts heading towards bedroom),14,S09E14,9
51813,ELAINE,"So, little... love nest? (laughs)",14,S09E14,9
51815,ELAINE,Oh.,14,S09E14,9
51817,ELAINE,"Oh, sounds... romantic.",14,S09E14,9
51819,ELAINE,"(in mind, anguished) wrong. go. (There's knock door)",14,S09E14,9
51821,ELAINE,"Oh, sure.",14,S09E14,9
51823,ELAINE,"(guiltily) Ah... woman street, sorry. know, I'm really home-wrecker. I-I-I-I-I thought superhero. swear.",14,S09E14,9
51825,ELAINE,home?,14,S09E14,9
51827,ELAINE,"So, he's...",14,S09E14,9
51830,JERRY,live here.,14,S09E14,9
51832,JERRY,live floor?,14,S09E14,9
51834,JERRY,"(arriving apartment, sees Phil start open apartment door, one door Kramer's) live right... there.",14,S09E14,9
51836,JERRY,guess I'll s--,14,S09E14,9
51837,ELAINE,give number phone. (unwrapping lollipop) He's married. He's poor. (puts lollipop mouth),14,S09E14,9
51838,JERRY,wretchedly poor? wear one barrels straps?,14,S09E14,9
51839,ELAINE,probably busted burned heat.,14,S09E14,9
51840,JERRY,"So, giving Boxcar Willie walking papers?",14,S09E14,9
51841,ELAINE,end money? feel bad.,14,S09E14,9
51842,JERRY,"Well, let's think. ever dealt poor situation?",14,S09E14,9
51843,ELAINE,Yes. homeless guy used urinate garbage cans.,14,S09E14,9
51844,JERRY,Good. handle that?,14,S09E14,9
51845,ELAINE,"Well, gave bucks, and... goes alley across street.",14,S09E14,9
51846,JERRY,"situation. Pay off, clean.",14,S09E14,9
51847,ELAINE,"Well, paying Glenn get relationship. Wh-what supposed do, walk hovel, hand him... well, much think would be?",14,S09E14,9
51848,GEORGE,(entering Monk's) Hey.,14,S09E14,9
51849,JERRY,"Hey, been?",14,S09E14,9
51850,GEORGE,"(sitting next Jerry) Seeing Maura. Apparently, unable break beyond reasonable doubt.",14,S09E14,9
51851,ELAINE,"could cheating wife, know, things would much simpler.",14,S09E14,9
51852,GEORGE,"Who's this, Blue Arrow?",14,S09E14,9
51853,ELAINE,Green Lantern.,14,S09E14,9
51854,JERRY,found super power lack money.,14,S09E14,9
51855,ELAINE,(not amused) right.,14,S09E14,9
51856,JERRY,He's invulnerable creditors.,14,S09E14,9
51857,ELAINE,(annoyed) get it. (George laughing),14,S09E14,9
51858,JERRY,He's Got-no-Green Lantern.,14,S09E14,9
51859,ELAINE,Thank you. (gets seat),14,S09E14,9
51860,GEORGE,"Hey, Elaine. Maybe girlfriend Lois Loan.",14,S09E14,9
51861,ELAINE,"(leaning George) Ooh, (fake laugh) well crafted. (exits)",14,S09E14,9
51862,GEORGE,"Hey, maybe cheating thing could use ditch Maura.",14,S09E14,9
51863,JERRY,"Sure, tell Maura affair.",14,S09E14,9
51864,GEORGE,"like district attorney. truth, I'll break cross. actually it.",14,S09E14,9
51865,JERRY,(fidgets like room George next him)... Could move there?!,14,S09E14,9
51866,GEORGE,"Hey, know, there's secretary work always crush me.",14,S09E14,9
51867,JERRY,Really? come never pursued before?,14,S09E14,9
51868,GEORGE,"tanned. middle winter, like carrot.",14,S09E14,9
51869,ELAINE,(coming back Monk's) leave glasses here?,14,S09E14,9
51870,JERRY,"(to Elaine, still joking) wipe checking account single bounce!",14,S09E14,9
51871,ELAINE,(leaving again) Keep 'em! (George Jerry savour joke),14,S09E14,9
51872,KRAMER,Heh.,14,S09E14,9
51873,JERRY,There's giant parrot hallway.,14,S09E14,9
51874,KRAMER,Phil's.,14,S09E14,9
51875,JERRY,Who?,14,S09E14,9
51876,KRAMER,"neighbor you... turned against. (Jerry reacts) Anyway, told it'd fine us wanted let stretch wings hallway.",14,S09E14,9
51877,JERRY,What'd ya tell for?,14,S09E14,9
51878,KRAMER,"since playing God front door, I've tryin' smooth things out, Jerry. fact, hanging place.",14,S09E14,9
51879,JERRY,Really? What's like? nicer mine? couch?,14,S09E14,9
51880,KRAMER,"Well, know, key problem solved. hid Phil's...",14,S09E14,9
51881,JERRY,let you?,14,S09E14,9
51882,KRAMER,"No, know. See, hid without tellin' him. So, uh, (starts walking towards door) Phil compulsively looking like people... You! (points Jerry)",14,S09E14,9
51883,GEORGE,"So, you... say city winter?",14,S09E14,9
51885,GEORGE,Well... (shuts door) heeere (puts coat chuckles),14,S09E14,9
51887,GEORGE,(excited) Ho ho! (gestures steps towards bedroom Loretta walks way couch),14,S09E14,9
51889,GEORGE,(walking back) sure? 'Cause could really help jam.,14,S09E14,9
51891,GEORGE,"Oh, building.",14,S09E14,9
51893,GEORGE,No?,14,S09E14,9
51895,GEORGE,"(after hesitating, resignedly) right. (He sits smiles unconvincingly her)",14,S09E14,9
51896,ELAINE,"So, uh, alley, anyway?",14,S09E14,9
51898,ELAINE,(giggling) Oh.,14,S09E14,9
51899,ELAINE,doing? that?,14,S09E14,9
51901,ELAINE,garbage.,14,S09E14,9
51903,ELAINE,"(has enough) right, that's it. (rummaging purse, pulls chequebook) spell last name?",14,S09E14,9
51905,ELAINE,(writing cheque) I'll make cash. 'bout two hundred bucks? Two-fifty?,14,S09E14,9
51907,ELAINE,Make three hundred.,14,S09E14,9
51909,ELAINE,"(touched, takes it) Aw, Glenn.",14,S09E14,9
51910,JERRY,Hi. Phil here?,14,S09E14,9
51912,JERRY,"Phil... hi. I-I know got kind bad start. bird, lovely... way, made mess door.",14,S09E14,9
51914,JERRY,"thought maybe clean up, maid, there.",14,S09E14,9
51916,JERRY,"(nodding awkwardly moment) right, think we're done here. (Jerry leaves Phil shuts door darkly)",14,S09E14,9
51917,JERRY,"(in tuxedo) So, relationship woman like, affair woman sex you.",14,S09E14,9
51918,GEORGE,going well.,14,S09E14,9
51919,JERRY,"cannot find Jerry Lewis cufflinks. Without 'em, in!",14,S09E14,9
51920,GEORGE,"need cufflinks! name! (no reaction) 'Jerry'! (heads door, grabbing coat)",14,S09E14,9
51921,JERRY,goin'? Help look!,14,S09E14,9
51922,GEORGE,"(opening door) big night. I'm, uh, ice skating one, going staged reading ""Godspell"" other.",14,S09E14,9
51923,JERRY,who?,14,S09E14,9
51924,GEORGE,"(shaking head, weary) matter. (he leaves)",14,S09E14,9
51925,KRAMER,"(entering Jerry's apartment, tuxedo) Whoo! Boy. Yeah, clean nice.",14,S09E14,9
51926,JERRY,can't go find cufflinks.,14,S09E14,9
51927,KRAMER,"Yeah, see? knew would lose 'em. That's took 'em dresser drawer put 'em strongbox.",14,S09E14,9
